Height(Inches),Weight(Pounds),Altura,Peso
63.63362,106.5873,161.6293948,48.3471465816
69.44197,125.085,176.3826038,56.73755532
67.08087,125.2055,170.38540980000002,56.792213156
66.03614,123.3208,167.7317956,55.937328313600005
66.75256,109.923,169.5515024,49.860193416
69.05655,129.0132,175.403637,58.5193554144
66.02949,108.5156,167.71490459999998,49.221808035200006
67.62446,138.1906,171.7661284,62.682150635199996
66.54145,121.1649,169.01528299999998,54.9594293208
71.4012,133.5965,181.359048,60.598303628
68.54057,132.5515,174.09304780000002,60.124299988000004
66.23601,123.6908,168.23946539999997,56.1051573536
71.74579,148.3826,182.2343066,67.3051602992
64.8262,124.0167,164.658548,56.2529829864
69.13628,150.4434,175.6061512,68.2399226928
63.85309,113.5616,162.18684860000002,51.5106332672
65.88387,118.8276,167.34502980000002,53.899248739200004
70.20793,152.1525,178.3281422,69.01515678
69.83569,121.8741,177.3826526,55.2811167672
66.51127,127.3143,168.93862579999998,57.7487479656
71.09805,147.2711,180.589047,66.80099279119999
64.60825,112.4456,164.104955,51.0044245952
70.23276,137.7724,178.3912104,62.4924584608
64.68824,108.5133,164.30812959999997,49.2207647736
67.16361,124.8309,170.59556940000002,56.6222975928
69.32709,133.656,176.0908086,60.625292352
68.45934,142.1525,173.88672359999998,64.47923678000001
66.99209,125.4821,170.15990860000002,56.9176767032
68.44693,132.342,173.85520219999998,60.029272464
67.41731,128.0697,171.2399674,58.0913913624
69.21256,120.7853,175.79990239999998,54.7872457976
65.23174,129.8998,165.6886196,58.9215100816
65.42771,117.499,166.1863834,53.296606407999995
66.99225,121.0608,170.160315,54.9122103936
69.66303,118.2405,176.94409620000002,53.632944875999996
67.29207,117.7533,170.9218578,53.4119548536
64.37238,124.134,163.5058452,56.306189328
68.90985,106.8616,175.03101900000001,48.471566867199996
70.80439,124.5028,179.8431506,56.473474057599994
68.7004,129.2788,174.499016,58.63982944959999
68.29255,113.5292,173.46307700000003,51.4959368864
65.50586,125.7542,166.3848844,57.041099086399996
68.97897,121.0893,175.2065838,54.9251377656
69.65275,125.5083,176.917985,56.9295608136
69.49526,133.7579,176.51796040000002,60.6715133768
66.61841,131.7656,169.2107614,59.767822035200005
64.46226,117.407,163.7341404,53.254875944
69.10304,131.1557,175.52172159999998,59.4911762744
67.86149,128.0879,172.3681846,58.0996467368
67.83106,107.8007,172.2908924,48.8975351144
67.66576,133.9987,171.87103040000002,60.780738330400006
67.93384,123.2716,172.55195360000002,55.915011587200006
71.95735,142.6244,182.771669,64.6932868448
66.88443,115.1191,169.88645219999998,52.2171028072
71.25927,130.7929,180.99854580000002,59.3266130968
63.13444,111.3605,160.3614776,50.512231916
70.25703,131.1771,178.4528562,59.5008831432
67.68872,109.8541,171.9293488,49.8289409272
63.45505,113.3017,161.175827,51.392744706399995
71.59334,117.9625,181.8470836,53.5068463
68.69094,140.3001,174.4749876,63.63900295919999
64.36556,122.4675,163.4885224,55.55027826
68.84021,139.5953,174.8541334,63.319311317600004
67.79238,130.4642,172.1926452,59.1775174064
65.97475,121.9744,167.575865,55.3266120448
64.23339,106.8916,163.1528106,48.485174627199996
65.46597,113.5834,166.2835638,51.5205215728
65.22202,94.61233,165.6639308,42.91539598936
67.90056,120.3075,172.4674224,54.57051954
64.42244,131.5245,163.63299759999998,59.658461003999996
68.23998,113.3743,173.3295492,51.4256754856
70.01671,128.8175,177.8424434,58.43058746
67.25105,131.9522,170.81766700000003,59.8524623024
67.28007,117.6487,170.8913778,53.3645091304
69.48821,129.6283,176.50005339999998,58.7983598536
69.50486,136.9585,176.5423444,62.123279931999996
68.0898,120.5675,172.948092,54.68845346
68.09624,127.7017,172.9644496,57.9244695064
64.59835,113.0571,164.07980899999998,51.2817961032
67.63863,117.784,171.80212020000002,53.425880128
69.07559,145.8644,175.45199860000002,66.1629249248
65.43751,123.7503,166.2112754,56.1321460776
66.04755,116.2935,167.76077700000002,52.749801252
67.38822,113.2922,171.1660788,51.3884355824
68.74094,121.8236,174.6019876,55.2582103712
66.68207,132.4644,169.37245779999998,60.0847921248
67.10251,116.5027,170.4403754,52.8446926984
68.72578,148.798,174.5634812,67.493582416
69.95585,134.2309,177.687859,60.88606239279999
71.48969,151.6437,181.5838126,68.7843691704
66.69291,128.2832,169.3999914,58.1882332544
65.37967,110.6266,166.0643618,50.1793407472
67.59507,126.1888,171.69147780000003,57.2382301696
67.65455,113.8593,171.842557,51.6456676056
68.68263,125.494,174.45388020000001,56.923074448
69.58679,125.2317,176.75044659999998,56.8040972664
68.37402,123.4402,173.6700108,55.9914871984
67.93581,131.6798,172.55695740000002,59.7289038416
65.44645,133.7783,166.233983,60.6807666536
68.37812,117.4608,173.6804248,53.279279193600004
70.02962,134.5618,177.8752348,61.036155985600004
66.48126,125.3948,168.8624004,56.8780781216
69.02608,114.1902,175.3262432,51.7957611984
69.55202,144.8532,176.6621308,65.7042526944
64.80997,132.2021,164.6173238,59.9658149432
65.70656,107.7373,166.8946624,48.868777381600005
65.72803,140.2288,166.94919620000002,63.6066618496
68.21876,121.7152,173.27565040000002,55.2090409984
65.86034,125.5649,167.28526359999998,56.9552341208
65.16426,126.6267,165.51722039999999,57.4368581064
66.96428,135.9602,170.0892712,61.67045903839999
63.75844,105.6245,161.9464376,47.910428204
69.96035,146.4008,177.69928900000002,66.4062316736
69.29626,106.2849,176.01250040000002,48.209980360799996
65.18388,117.985,165.5670552,53.51705212
67.37365,107.4966,171.129071,48.7595977872
69.76312,119.6316,177.1983248,54.2639367072
65.20697,116.4881,165.6257038,52.8380702552
66.31364,124.9947,168.43664560000002,56.696595962399996
66.74365,118.0293,169.528871,53.5371462456
65.57241,128.5441,166.5539214,58.30657540719999
71.05515,134.7298,180.48008099999998,61.112359441600006
69.28167,135.8658,175.97544180000003,61.6276399536
71.77797,136.3061,182.3160438,61.827356511199994
63.53338,104.7024,161.3747852,47.4921710208
69.75851,120.3953,177.1866154,54.6103449176
66.7395,118.3091,169.51833000000002,53.6640612872
66.76099,122.1245,169.57291460000002,55.394696204
72.16716,156.2465,183.3045864,70.872162428
64.34648,117.265,163.4400592,53.19046588
69.25366,128.9281,175.9042964,58.4807547352
68.20016,129.2408,173.22840639999998,58.622592953600005
67.84238,131.1469,172.31964520000002,59.4871846648
70.54498,136.6229,179.18424919999998,61.97105445679999
65.25826,110.8818,165.75598040000003,50.2950974256
67.78738,115.5424,172.1799452,52.4091083008
66.79884,132.1508,169.6690536,59.9425456736
68.13317,137.9186,173.05825180000002,62.558773611199996
67.48449,123.0402,171.4106046,55.8100503984
70.4411,148.7687,178.92039400000002,67.48029217039999
68.33621,123.88,173.5739734,56.19097696
68.67946,138.1734,174.4458284,62.674348852799994
67.95136,122.3842,172.5964544,55.5124940464
65.92021,120.5629,167.4373334,54.6863669368
68.14026,121.2805,173.0762604,55.011864556
67.29912,133.4119,170.9397648,60.5145705448
67.43318,121.7736,171.28027719999997,55.2355307712
66.07076,122.2608,167.81973040000003,55.4565207936
69.32562,135.9047,176.0870748,61.645284682399996
65.89875,134.5927,167.38282500000003,61.0501719784
67.23868,117.4154,170.78624720000002,53.2586861168
68.01261,129.311,172.7520294,58.654435112
68.62709,122.403,174.31280859999998,55.521021576
67.76031,143.2106,172.1111874,64.9591824752
67.54784,128.0734,171.57151359999997,58.0930696528
67.26315,107.2961,170.848401,48.6686525912
71.53453,145.4266,181.6977062,65.9643423472
65.06551,123.2535,165.26639540000002,55.906801572
67.43465,115.9394,171.28401100000002,52.5891843248
69.15557,131.1976,175.6551478,59.510181779199996
67.10856,110.8966,170.4557424,50.3018105872
68.48481,132.9513,173.9514174,60.3056460696
68.05629,143.3736,172.86297660000002,65.0331179712
68.40527,142.3615,173.7493858,64.574037508
71.97264,138.5403,182.8105056,62.8407717576
67.88635,145.0092,172.43132899999998,65.77501304639999
68.93287,133.8419,175.0894898,60.7096151048
68.24127,106.3258,173.3328258,48.2285322736
66.01267,117.3092,167.6721818,53.2105146464
67.37485,134.7795,171.132119,61.134902964000005
68.21364,141.9627,173.26264559999998,64.3931450184
68.34543,131.9721,173.59739219999997,59.8614887832
68.65931,137.013,174.39464740000003,62.148000696000004
68.84427,144.7351,174.8644458,65.6506834792
69.03818,143.485,175.3569772,65.08364812
68.11385,127.8782,173.009179,58.004528494400006
67.3109,126.0281,170.96968600000002,57.1653379352
69.49562,126.4439,176.51887480000002,57.3539414888
69.39962,127.7448,176.2750348,57.944019321599995
67.57502,126.2983,171.6405508,57.2878984936
66.43096,106.7579,168.7346384,48.4245293768
69.2189,122.9471,175.81600600000002,55.767820983200004
66.19304,120.9485,168.1303216,54.861272012
66.59157,107.8202,169.1425878,48.9063801584
66.81548,135.6921,169.7113192,61.5488510232
68.00225,124.7943,172.725715,56.605696125600005
69.09045,123.456,175.489743,55.998653952
68.6133,133.9338,174.277782,60.7513002096
71.62355,157.659,181.92381699999999,71.512861128
67.4363,133.6369,171.288202,60.616628744799996
65.12769,113.7514,165.4243326,51.5967250288
68.87788,139.7284,174.94981520000002,63.379684412799996
65.8284,123.9196,167.204136,56.2089392032
67.27468,117.2019,170.87768720000003,53.1618442248
68.36412,114.74,173.6448648,52.045146079999995
67.98858,135.5863,172.6909932,61.5008609896
69.99934,130.2303,177.7983236,59.0714222376
66.73116,132.3482,169.49714640000002,60.032084734399994
67.47372,116.7746,171.3832488,52.9680243632
65.0195,122.0863,165.14953,55.377368989599994
71.12723,147.136,180.66316419999998,66.739712512
67.6698,133.6517,171.881292,60.6233419064
68.77095,153.9969,174.678213,69.85176186480001
68.48264,135.3549,173.9459056,61.395899800799995
66.8768,119.5152,169.867072,54.2111385984
70.54119,134.2581,179.1746226,60.8984000952
67.04893,126.7798,170.3042822,57.5063030416
67.63647,118.7652,171.79663380000002,53.870944598399994
67.57626,120.3951,171.64370040000003,54.6102541992
70.87537,148.4787,180.0234398,67.34875049040001
66.23513,125.14,168.2372302,56.76250288
67.01055,121.4965,170.206797,55.109840428
67.64118,129.0488,171.8085972,58.5355032896
67.9016,134.8018,172.470064,61.14501806559999
69.31483,136.4644,176.0596682,61.899160124800005
68.22857,119.5528,173.3005678,54.2281936576
66.98456,135.7446,170.1407824,61.572664603199996
67.00963,126.1537,170.2044602,57.2223090904
69.95272,144.3773,177.6799088,65.4883882616
65.80355,99.51504,167.141017,45.139226023679996
68.92933,134.0114,175.0804982,60.7864989488
67.70136,136.4446,171.96145439999998,61.890179003200004
67.91607,133.3008,172.50681780000002,60.464176473600006
66.84068,131.6362,169.77532720000002,59.7091272304
69.99456,135.2158,177.78618240000003,61.3328051536
66.4718,118.2191,168.83837200000002,53.6232380072
64.18564,111.0182,163.0315256,50.35696737439999
66.246,128.8387,168.26484,58.4402036104
68.80963,130.791,174.7764602,59.325751272
67.65907,128.573,171.85403780000001,58.319684216000006
66.77115,130.2165,169.598721,59.065162668
65.37953,131.9436,166.06400620000002,59.8485614112
66.7844,120.2342,169.63237600000002,54.5372712464
71.27461,137.3123,181.0375094,62.283760781599995
66.61529,120.9979,169.2028366,54.8836794568
65.83005,123.3074,167.208327,55.9312501808
69.57158,130.6931,176.7118132,59.28134461519999
68.00656,139.9829,172.73666239999997,63.4951235768
68.69628,111.38,174.48855120000002,50.521076959999995
66.42314,124.9978,168.71477560000002,56.698002097599996
66.99259,122.1147,170.16117860000003,55.3902510024
67.96518,129.2041,172.6315572,58.605946127200006
68.66471,116.8008,174.4083634,52.9799084736
66.61581,110.2205,169.20415739999999,49.995137036
67.63645,131.1351,171.796583,59.4818322792
70.31626,139.0315,178.6033004,63.063576147999996
69.75296,124.5872,177.1725184,56.5117572224
67.08745,124.9637,170.40212300000002,56.6825346104
68.16256,127.0057,173.1329024,57.6087694744
68.10701,134.1875,172.9918054,60.8663765
69.7191,155.7074,177.086514,70.6276309808
66.6639,109.6815,169.326306,49.750650948
69.21432,142.3644,175.8043728,64.5753529248
64.6701,125.2237,164.262054,56.800468530399996
67.6419,116.4677,171.810426,52.8288169784
70.95584,129.5297,180.2278336,58.753635682399995
67.68754,129.9618,171.9263516,58.9496327856
68.39041,131.11,173.71164140000002,59.47044712
70.94659,149.2299,180.2043386,67.68948880079999
69.3929,138.8501,176.25796599999998,62.981294559199995
64.29056,128.0364,163.2980224,58.076286748799994
70.36687,136.6274,178.73184980000002,61.973095620799995
67.04642,127.3941,170.2979068,57.784944607199996
66.03627,130.0724,167.7321258,58.99980006079999
67.23901,132.3301,170.7870854,60.023874719199995
68.4523,115.3808,173.868842,52.33580783359999
68.00298,121.4437,172.72756919999998,55.085890770400006
68.19927,133.5988,173.2261458,60.59934688960001
69.15154,135.7115,175.6449116,61.557650708
72.36766,138.8835,183.8138564,62.996444532
70.17575,138.5825,178.24640499999998,62.859913340000006
66.89187,130.3881,169.90534979999998,59.1429990552
67.86089,130.8938,172.3666606,59.3723805296
69.3241,126.4663,176.083214,57.3641019496
68.85085,125.6815,174.881159,57.008122948
63.59867,108.3695,161.5406218,49.155538244
67.68177,146.0547,171.9116958,66.2492434824
65.92195,128.9527,167.44175299999998,58.4919130984
66.04233,138.9407,167.74751820000003,63.022389994399994
68.07077,136.7048,172.89975579999998,62.008203641600005
68.53269,136.9208,174.0730326,62.106179513600004
66.41329,121.4656,168.6897566,55.095824435199994
67.6551,139.0278,171.84395400000002,63.06189785760001
69.39574,124.2868,176.2651796,56.3754981856
70.72068,135.4026,179.63052720000002,61.4175361392
69.39895,127.7865,176.273333,57.962934108
68.70993,134.9467,174.5232222,61.210743546399996
69.38351,130.8867,176.2341154,59.369160026399996
69.01409,133.5517,175.29578859999998,60.57798270640001
68.84671,121.2891,174.8706434,55.0157654472
66.67972,130.3173,169.3664888,59.110884741599996
64.14012,136.6169,162.9159048,61.96833290479999
65.45315,120.6706,166.25100099999997,54.7352187952
67.16684,132.1766,170.60377359999998,59.9542483472
67.52493,124.0382,171.5133222,56.2627352144
67.17756,133.8366,170.6310024,60.7072110672
66.73401,131.714,169.5043854,59.744416688
70.0236,117.9912,177.859944,53.5198643904
67.17283,116.4658,170.61898820000002,52.8279551536
65.18918,138.7007,165.58051719999997,62.91352791440001
68.32763,127.9768,173.5521802,58.0492526656
72.55002,139.9074,184.2770508,63.4608773808
70.71251,148.0151,179.6097754,67.13846523919999
70.88049,140.65,180.03644459999998,63.7977148
66.96285,130.6093,170.08563900000001,59.24333360559999
69.82684,143.0451,177.36017360000002,64.8841129992
65.16431,128.951,165.5173474,58.491141991999996
68.23622,140.5259,173.3199988,63.741424032800005
66.73023,142.5733,169.49478420000003,64.6701082936
72.29547,138.9453,183.63049379999998,63.0244765176
69.16314,127.5533,175.6743756,57.8571564536
67.56202,115.1545,171.6075308,52.233159964
65.7718,119.6649,167.060372,54.2790413208
67.4295,100.7527,171.27093000000002,45.7006186984
67.235,122.7841,170.7769,55.6938854872
69.86435,146.7835,177.45544900000002,66.579821332
71.88676,144.7958,182.5923704,65.6782165136
68.87227,138.991,174.9355658,63.04520567200001
70.04608,137.0023,177.91704320000002,62.14314726159999
68.73409,137.8343,174.5845886,62.520535805600005
69.03486,138.8044,175.34854439999998,62.96056540479999
69.26447,128.3303,175.9317538,58.209597437599996
70.09459,124.8418,178.0402586,56.6272417456
70.12595,131.6374,178.119913,59.7096715408
66.54739,120.0134,169.0303706,54.4371181328
66.3726,117.0774,168.58640400000002,53.1053720208
65.72273,113.9648,166.93573419999998,51.6935215616
67.65602,126.6406,171.8462908,57.4431630352
64.69649,108.3562,164.3290846,49.1495054704
66.41005,127.2142,168.681527,57.7033434064
69.27872,134.603,175.96794880000002,61.054843976
68.63208,121.5365,174.3254832,55.127984108
68.60374,145.1284,174.2534996,65.8290812128
70.38104,135.204,178.7678416,61.327452768
69.28461,127.5704,175.9829094,57.864912876800005
71.64455,153.6515,181.97715699999998,69.69509118799999
70.37091,155.869,178.7421114,70.700931448
65.45196,121.4609,166.2479784,55.0936925528
69.65595,133.8526,176.92611300000002,60.7144685392
67.69863,108.9521,171.9545202,49.4198009432
70.04255,130.5425,177.90807700000002,59.213033659999994
67.69758,124.0931,171.95185320000002,56.2876374152
66.856,132.5109,169.81423999999998,60.105884152799995
69.87691,154.5701,177.4873514,70.1117607992
68.5184,124.004,174.036736,56.247222368
67.68314,127.6985,171.9151756,57.923018012
67.61985,114.26,171.754419,51.82742192
69.25373,142.7731,175.9044742,64.76073597519999
68.98349,115.897,175.21806460000002,52.569952024
66.98194,125.1081,170.1341276,56.748033295199996
63.41013,119.8153,161.0617302,54.3472615576
68.3495,127.3052,173.60773000000003,57.7446202784
70.14263,130.255,178.1622802,59.082625959999994
67.67369,125.3486,171.89117259999998,56.857122171200004
67.83046,118.0148,172.2893684,53.5305691616
71.15629,129.468,180.7369766,58.725649055999995
70.04469,138.4503,177.91351260000002,62.7999484776
69.45013,138.6964,176.4033302,62.911577468800004
67.78201,134.9735,172.1663054,61.222899812
65.27229,119.6325,165.7916166,54.264344939999994
69.44983,132.0852,176.40256820000002,59.91279003839999
67.90892,132.1945,172.4886568,59.962367644000004
68.1636,146.9576,173.135544,66.65879169920001
66.37934,112.0144,168.6035236,50.8088357248
68.73896,129.7229,174.5969584,58.8412696568
69.75201,128.9392,177.1701054,58.4857896064
69.44655,125.5484,176.394237,56.9477498528
64.92283,102.8549,164.90398820000001,46.6541598008
64.80108,119.4034,164.5947432,54.1604270128
65.84217,143.8547,167.2391118,65.2513410824
68.34828,129.9632,173.6046312,58.9502678144
68.13534,125.1662,173.0637636,56.774386990400004
66.32414,126.9552,168.46331560000002,57.5858630784
70.74868,112.1237,179.7016472,50.8584133304
67.48997,115.0831,171.4245238,52.2007734952
65.8077,120.0188,167.151558,54.4395675296
67.41008,122.7409,171.22160319999998,55.6742903128
68.39969,133.5177,173.7352126,60.562560578399996
72.19938,144.1058,183.38642520000002,65.3652380336
71.65513,146.9261,182.0040302,66.64450355119999
70.19523,134.0839,178.2958842,60.8193843688
65.92306,112.9231,167.44457240000003,51.221014775200004
73.35034,142.4875,186.3098636,64.6311901
64.21849,121.3899,163.1149646,55.0614875208
65.70466,122.7506,166.8898364,55.6786901552
68.90463,136.1054,175.0177602,61.7363205968
68.06195,127.8162,172.877353,57.976405790399994
66.85163,139.0505,169.8031402,63.072194396
69.58698,124.5701,176.7509292,56.5040007992
69.42478,126.8527,176.3389412,57.5393698984
68.02716,145.8616,172.7889864,66.1616548672
71.71699,136.8975,182.1611546,62.095610820000005
66.95183,133.4618,170.05764820000002,60.537204785600004
69.74699,122.1901,177.1573546,55.4244518392
68.80049,115.6403,174.7532446,52.4535149576
67.89371,125.377,172.4500234,56.870004183999995
68.57659,129.2547,174.1845386,58.628897882400004
68.72581,129.1874,174.56355739999998,58.5983711408
69.63584,133.0704,176.8750336,60.3596688768
68.9713,138.0269,175.187102,62.6078976248
66.8827,118.8532,169.882058,53.9108606944
69.21469,142.7606,175.8053126,64.7550660752
67.98056,126.2747,172.67062239999998,57.2771937224
68.56045,119.1386,174.14354300000002,54.0403158512
67.92182,117.0603,172.52142279999998,53.0976155976
69.15108,120.454,175.6437432,54.636970768
69.09773,132.1603,175.5082342,59.946854797600004
66.92076,108.7441,169.97873040000002,49.3254538072
67.43796,106.5115,171.2924184,48.312764308
67.67848,130.2144,171.90333919999998,59.064210124800006
70.02323,140.4403,177.8590042,63.7025965576
67.78297,124.5214,172.16874380000002,56.4819108688
72.83169,139.3706,184.9924926,63.2173891952
68.05868,129.4378,172.86904719999998,58.71195057760001
67.44814,129.0994,171.3182756,58.5584550448
65.57065,118.2219,166.549451,53.624508064800004
67.59465,117.6786,171.690411,53.3780715312
67.82155,140.8622,172.266737,63.8939670224
68.47258,122.6694,173.9203532,55.6418584848
63.58771,104.467,161.51278340000002,47.385395464
67.95929,129.0106,172.61659659999998,58.5181760752
65.22442,124.3217,165.6700268,56.391328546400004
66.44894,101.9139,168.7803076,46.2273297288
67.33704,139.416,171.03608160000002,63.237982271999996
65.69507,132.7342,166.8654778,60.207171246399994
70.72749,132.8116,179.6478246,60.2422792672
67.41511,124.3421,171.2343794,56.4005818232
69.76325,126.7586,177.198655,57.4966868912
65.37021,119.848,166.0403334,54.362094016
70.00296,111.9376,177.80751840000002,50.7739998592
66.22804,117.26,168.2192216,53.18819792
71.01952,131.8577,180.3895808,59.8095978584
66.66825,122.6517,169.337355,55.6338299064
65.766,117.0445,167.04564000000002,53.090448844
69.19585,117.8609,175.75745899999998,53.4607613528
66.01043,130.8876,167.6664922,59.369568259199994
65.81063,124.3575,167.1590002,56.40756714
69.63647,131.0505,176.8766338,59.443458396
67.20188,142.083,170.6927752,64.44771213599999
67.84033,100.3696,172.31443819999998,45.526847603200004
63.55149,127.0979,161.42078460000002,57.6505906568
68.31141,124.2054,173.5109814,56.3385757968
65.48001,116.5552,166.3192254,52.8685062784
69.58827,123.5653,176.7542058,56.0482315576
66.1176,111.8548,167.938704,50.7364424416
71.49457,150.1752,181.5962078,68.1182693184
70.91224,128.172,180.11708959999999,58.137793824
65.08904,120.4457,165.3261616,54.6332059544
66.85324,110.6689,169.8072296,50.1985276888
67.33053,135.7821,171.01954619999998,61.589674303200006
70.41812,145.8887,178.8620248,66.1739472104
70.74812,144.6908,179.7002248,65.6305893536
69.897,128.3047,177.53838000000002,58.1979854824
68.29767,137.1886,173.4760818,62.2276514512
67.83703,127.2593,172.3060562,57.723800405599995
65.24423,122.1945,165.7203442,55.426447644
67.84894,139.6043,172.3363076,63.3233936456
70.42564,129.817,178.88112560000002,58.883952664000006
70.55525,152.9847,179.21033500000001,69.3926360424
67.88636,123.5425,172.4313544,56.037889660000005
69.7096,137.7755,177.06238399999998,62.493864595999995
67.07269,116.3106,170.3646326,52.7575576752
71.88822,125.4909,182.59607880000002,56.921668312799994
71.28254,134.9234,181.05765159999999,61.2001748528
66.61757,116.9673,169.20862780000002,53.055431541599994
69.33248,131.029,176.10449920000002,59.433706168
69.17119,138.2493,175.69482259999998,62.708776485600005
68.93099,117.0109,175.08471459999998,53.0752081528
65.39211,117.1889,166.0959594,53.1559475288
66.40145,133.3265,168.659683,60.475833788
65.97157,121.4286,167.5677878,55.0790415312
65.61777,122.2767,166.6691358,55.463732906400004
67.1943,129.2964,170.673522,58.6478126688
65.74682,106.9673,166.9969228,48.5195115416
64.34058,118.7342,163.4250732,53.8568832464
65.27557,112.0218,165.7999478,50.8121923056
71.37011,133.4833,181.2800794,60.54695701360001
68.13757,127.5429,173.0694278,57.8524390968
72.05393,131.366,183.0169822,59.586566672000004
65.7047,114.9957,166.889938,52.1611295544
67.07598,125.5866,170.3729892,56.9650770672
63.96935,84.86345,162.482149,38.4933820124
65.26358,129.4427,165.76949320000003,58.7141731784
65.97301,126.9647,167.57144540000002,57.5901722024
68.28892,139.8538,173.4538568,63.4365648496
65.81249,120.6804,167.1637246,54.739663996800004
64.11914,127.4184,162.8626156,57.7959668928
67.02094,120.0865,170.23318759999998,54.470275708
69.03252,132.7904,175.3426008,60.232663116800005
68.99289,123.4864,175.24194060000002,56.0124431488
64.41882,114.4503,163.6238028,51.9137404776
67.15633,112.938,170.5770782,51.227773296
68.76733,116.9251,174.6690182,53.0362899592
69.01892,133.9261,175.30805679999997,60.7478075512
66.76233,128.2645,169.5763182,58.179751083999996
68.18232,107.0685,173.18309280000003,48.565415052
67.28745,128.2196,170.91012300000003,58.159384803200005
68.65317,126.5592,174.3790518,57.4062406464
71.06665,125.8611,180.509291,57.0895880712
70.31177,134.6115,178.5918958,61.058699508000004
72.4691,152.1181,184.071514,68.9995532152
68.8736,135.5056,174.938944,61.464256115199994
64.68847,115.9514,164.3087138,52.5946274288
68.1288,127.6565,173.047152,57.903967148
67.36526,141.0621,171.10776040000002,63.98464006319999
65.60339,109.572,166.63261060000002,49.700982624
68.0437,122.3788,172.830998,55.5100446496
69.28083,134.2059,175.9733082,60.874722592800005
68.87006,134.8058,174.9299524,61.146832433600004
68.5515,108.4165,174.12081,49.176857068
70.402,121.5254,178.82108,55.122949236800004
70.89245,131.4848,180.066823,59.640453401600006
63.57508,112.824,161.4807032,51.176063808
69.96784,129.2959,177.7183136,58.64758587279999
69.86404,144.6551,177.4546616,65.6143961192
67.43349,123.2584,171.2810646,55.909024172799995
65.953,130.0755,167.52062,59.001206196
66.51685,97.84025,168.95279900000003,44.379554678
66.59374,133.7803,169.1480996,60.6816738376
64.82036,106.5226,164.6437144,48.3177991792
68.76391,139.4665,174.6603314,63.260888668
67.24653,116.868,170.8061862,53.010389855999996
67.62134,133.7579,171.7582036,60.6715133768
66.16322,118.9108,168.0545788,53.936987593599994
67.42497,122.3291,171.2594238,55.4875011272
68.65199,127.3678,174.3760546,57.7730151376
67.41315,114.0066,171.229401,51.712481707200006
68.24549,137.0083,173.3435446,62.145868813599996
66.02486,110.0077,167.7031444,49.8986126584
65.25809,132.9911,165.7555486,60.32369903119999
69.91392,132.3932,177.5813568,60.0524963744
65.79089,117.5234,167.1088606,53.307674052799996
67.71449,130.4334,171.9948046,59.163546772800004
68.29458,117.7587,173.4682332,53.414404250400004
65.61141,117.7477,166.65298140000002,53.409414738399995
67.78179,129.0761,172.1657466,58.5478863512
64.30338,105.6364,163.3305852,47.9158259488
67.30706,131.7766,170.9599324,59.7728115472
68.96485,131.8757,175.170719,59.817762514399995
64.97931,125.9879,165.0474474,57.147103536799996
69.07887,123.8861,175.46032979999998,56.1937438712
67.39433,133.0366,171.1815982,60.3443374672
67.27351,131.1858,170.8747154,59.5048293936
67.64179,126.7371,171.8101466,57.486934663199996
70.45489,151.614,178.95542060000002,68.770897488
69.09422,147.1926,175.49931880000003,66.7653858192
66.0667,134.7624,167.809418,61.127146540800005
67.70438,133.445,171.9691252,60.529584439999994
66.985,111.2501,170.1419,50.462155359200004
65.46653,117.0386,166.28498620000002,53.0877726512
68.69845,129.8079,174.49406299999998,58.879824976799995
66.04072,99.27518,167.74342879999998,45.030427446560005
66.09431,128.5692,167.87954739999998,58.3179605664
69.80498,151.548,177.3046492,68.74096041600001
67.73859,139.3895,172.05601860000002,63.225962083999995
66.68205,120.0516,169.372407,54.45444534719999
68.9189,124.0676,175.054006,56.2760708192
67.06468,137.5999,170.3442872,62.414213840799995
65.256,129.4912,165.75024,58.73617239039999
68.3313,139.801,173.561502,63.412615192
68.39086,148.5226,173.7127844,67.3686631792
67.84685,120.6246,172.33099900000002,54.7143535632
66.37815,138.6642,168.600501,62.896971806399996
63.32113,92.37513,160.83567019999998,41.90061996696
66.57084,136.5421,169.08993360000002,61.934404223200005
67.88983,118.2089,172.44016820000002,53.618611368799996
70.94094,138.6145,180.1899876,62.874428284
69.91224,135.6715,177.5770896,61.539507028
64.89822,104.5861,164.84147879999998,47.4394182712
69.46685,128.2748,176.445799,58.1844230816
68.56738,125.4858,174.1611452,56.919354993599995
66.53162,143.8794,168.99031480000002,65.2625448048
68.6378,125.3511,174.340012,56.8582561512
70.90025,126.3358,180.086635,57.3049081936
71.26396,139.7274,181.0104584,63.3792308208
67.13527,116.2366,170.5235858,52.7239918672
64.80236,97.79781,164.59799439999998,44.36030423352
70.67036,136.8521,179.5027144,62.0750177432
66.13501,112.7896,167.9829254,51.1604602432
64.77081,112.5529,164.5178574,51.05309501679999
68.35648,120.7636,173.62545920000002,54.777402851199994
68.24493,119.3536,173.3421222,54.1378381312
67.7318,135.4753,172.03877200000002,61.4505122776
67.04488,140.4543,170.2939952,63.708946845599996
69.94917,142.0555,177.6708918,64.435238356
64.50981,126.8512,163.8549174,57.538689510400005
67.87716,123.1267,172.4079864,55.8492861064
68.61556,118.3477,174.2835224,53.6815699384
68.08104,134.5331,172.9258416,61.023137895199994
66.35068,116.8814,168.5307272,53.0164679888
66.71224,108.9156,169.44908959999998,49.4032448352
71.16146,134.9529,180.75010840000002,61.213555816799996
64.76054,109.5924,164.49177160000002,49.7102359008
