Country Name,Country Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Guinea-Bissau,GNB,4.032000065,4.073999882,4.381000042,4.208000183,4.602000237,4.638999939,4.492000103,4.561999798,4.764999866,4.676000118,4.617000103,4.738999844,4.678999901,4.650000095,4.479000092,4.230999947,3.953000069,3.858999968,4.303999901,4.379000187,4.438000202,4.452000141,4.473999977,4.275000095,4.31799984,4.21999979,4.032999992,4.05700016,4.070000172
Guinea Ecuatorial,GNQ,8.440999985,8.779000282,8.831000328,8.440999985,7.94299984,7.09100008,7.611000061,7.074999809,7.72300005,8.062999725,8.170999527,8.234999657,8.501999855,8.536000252,8.444999695,8.156999588,7.822000027,7.743000031,8.100000381,8.237999916,8.407999992,8.194000244,8.578000069,8.531999588,8.906999588,9.279000282,9.154999733,9.161999702,9.211999893
Grecia,GRC,7.656000137,7.842999935,8.612999916,8.862999916,9.062000275,9.654999733,9.576999664,10.83899975,11.85299969,11.24800014,10.45600033,9.975000381,9.411999702,10.31099987,9.994000435,9.008000374,8.395999908,7.760000229,9.616000175,12.7130003,17.86499977,24.43899918,27.4659996,26.49099922,24.89699936,23.53899956,21.48800087,19.20700073,18.08099937
Guatemala,GTM,2.61500001,2.596999884,2.746999979,2.845999956,2.898000002,2.924999952,2.928999901,2.861999989,2.91899991,2.897000074,2.78399992,2.851000071,2.806999922,2.970999956,2.993999958,2.885999918,2.796000004,2.84100008,3.308000088,3.496999979,4.125999928,2.765000105,3.016000032,2.717000008,2.506000042,2.825999975,2.684000015,2.726999998,2.746000051
Guam,GUM,3.509000063,3.836999893,5.52699995,7.599999905,7.900000095,8.282999992,9.670000076,7.739999771,13.94999981,15.31999969,13.2130003,11.39000034,9.508999825,7.699999809,7,7.400000095,8.300000191,8.347999573,9.300000191,8.199999809,13.30000019,12.19999981,11.5,7.599999905,6.900000095,5.400000095,5.244999886,5.611999989,5.857999802
Guyana,GUY,11.94999981,11.89999962,12.23099995,12.46899986,12.29100037,12.21399975,11.97500038,11.83600044,12.06000042,11.85599995,11.75599957,11.81000042,11.76099968,11.57699966,11.08699989,10.69999981,10.47599983,10.47399998,11.39900017,11.65699959,11.74300003,11.93299961,12.28299999,12.36699963,12.55200005,12.3380003,12.11499977,12.15100002,12.21899986
Ingreso alto,HIC,6.733674188,7.290055989,7.82810193,7.833237962,7.418016942,7.418465301,7.165236333,7.079652125,6.930644643,6.522522587,6.497386725,6.998589469,7.139689551,6.972437175,6.652450851,6.105889428,5.585067634,5.847891559,7.952841752,8.217327189,7.888669842,7.926120916,7.836499501,7.231453777,6.617682155,6.146963557,5.590455218,5.113904661,4.961949474
"Hong Kong, Región Administrativa Especial",HKG,1.799999952,1.960000038,1.960000038,1.899999976,3.220000029,2.829999924,2.220000029,4.579999924,6.25,4.920000076,5.090000153,7.28000021,7.860000134,6.739999771,5.579999924,4.769999981,4.010000229,3.559999943,5.260000229,4.309999943,3.420000076,3.289999962,3.400000095,3.299999952,3.319999933,3.390000105,3.089999914,2.778000116,2.75999999
Honduras,HND,4.579999924,3.059999943,3.046999931,2.999000072,3.24000001,4.369999886,3.319999933,4.019999981,3.849999905,4.035999775,4,4.019999981,5.300000191,5.989999771,4.90899992,3.575000048,3.210999966,3.155999899,3.292000055,4.118999958,4.474999905,3.753999949,4.096000195,5.487999916,4.592000008,4.668000221,4.047999859,4.076000214,4.109000206
Países pobres muy endeudados (PPME),HPC,4.680082659,4.670536716,4.893841763,4.894065599,4.946822133,4.953077333,4.938803633,4.909606174,5.189766999,5.177825992,5.117311875,5.160871998,5.139883444,4.981499347,4.842189874,4.572701398,4.313309291,4.215784833,4.571680661,4.732238459,4.577476425,4.349933751,4.210206209,4.035846645,4.057182751,4.031483096,3.873327616,3.890739576,3.905734913
Croacia,HRV,11.14000034,10.97200012,10.88399982,10.51000023,10.11100006,9.680000305,9.710000038,11.3920002,13.55900002,16.06399918,15.82199955,15.05300045,13.92399979,13.66399956,12.59799957,11.13000011,9.909000397,8.529999733,9.201999664,11.61999989,13.67800045,15.93500042,17.25099945,17.29000092,16.17499924,13.10299969,11.20800018,8.850000381,7.769000053
Haití,HTI,6.822999954,6.938000202,7.120999813,7.21600008,7.18200016,7.052999973,7.18599987,7.106999874,7.199999809,8.338999748,9.552000046,11.00300026,12.15799999,13.53800011,14.87699986,15.81200027,16.79999924,15.93900013,16.23500061,15.64299965,14.9289999,14.10000038,14.14299965,13.91800022,13.72399998,13.64700031,13.40499973,13.52600002,13.48400021
Hungría,HUN,9.704999924,9.942000389,12.09799957,10.84700012,10.16800022,10.02200031,8.989999771,8.925000191,6.928999901,6.563000202,5.671000004,5.607999802,5.789999962,5.831999779,7.188000202,7.493999958,7.406000137,7.816999912,10.02999973,11.17199993,11.02900028,11.00300026,10.17599964,7.724999905,6.813000202,5.114999771,4.156000137,3.663000107,3.463999987
Sólo BIRF,IBD,3.920529631,3.94046226,4.253675013,4.571470769,4.894453549,4.985547766,5.094394604,5.307140022,5.5935759,5.505725842,5.654654172,5.909992262,6.022657668,5.820008522,5.743946186,5.387886183,5.088664059,5.00598019,5.346635623,5.10579203,5.007888148,5.010285842,5.01152081,4.965075781,5.090759819,5.191171389,5.1213395,5.094671244,5.108120641
BIRF y la AIF,IBT,3.88544212,3.910793484,4.216179141,4.502133045,4.781283308,4.877099138,4.972321364,5.161846211,5.427667935,5.348069078,5.465220211,5.688655589,5.771308679,5.575946682,5.484785914,5.136176678,4.853084871,4.784461188,5.125860759,4.918426834,4.830508542,4.834106229,4.858222322,4.786880943,4.944767534,5.035761706,4.946899682,4.921616332,4.933223759
total de la AIF,IDA,3.708476105,3.762430757,4.030476642,4.1625467,4.233196645,4.357854207,4.395151187,4.483362637,4.661032603,4.628723195,4.611935012,4.702724011,4.664850079,4.511287637,4.365656803,4.063749886,3.862439728,3.867361797,4.226431636,4.169256647,4.132409142,4.151166923,4.273033731,4.116825474,4.405834202,4.471544059,4.326692904,4.31855148,4.336334615
mezcla de la AIF,IDB,3.351905832,3.510005471,3.859895941,4.178277397,4.293531112,4.604742233,4.641961971,4.839957076,4.853683242,4.624629745,4.507998007,4.451279091,4.290335665,4.047038225,3.819245966,3.535461655,3.214983291,3.184415469,3.488092461,3.588681353,3.552342653,3.826639691,4.309617845,4.09605925,5.01495847,5.25737422,5.025185719,4.99818675,5.040583951
Indonesia,IDN,2.539999962,2.670000076,3.282000065,3.63499999,3.99000001,4.369999886,4.679999828,5.460000038,6.300000191,6.077000141,6.081999779,6.604000092,6.657000065,7.302999973,7.945000172,7.551000118,8.06000042,7.209000111,6.105999947,5.613999844,5.152999878,4.467999935,4.335999966,4.048999786,4.513999939,4.301000118,4.184999943,4.300000191,4.375
Sólo AIF,IDX,3.863180245,3.871792418,4.103966162,4.155763829,4.20742993,4.251999337,4.288808274,4.329772705,4.577946999,4.630494005,4.656745449,4.810931025,4.826285505,4.711582512,4.600359758,4.290721318,4.141760925,4.162730146,4.547770451,4.423337343,4.38766772,4.294848576,4.256758736,4.126071598,4.132473123,4.118975578,4.01541101,4.016055194,4.023508194
India,IND,2.361000061,2.407999992,2.572999954,2.59100008,2.611000061,2.664999962,2.630000114,2.671000004,2.743999958,2.730999947,2.868000031,3.052000046,3.181999922,3.09800005,3.101999998,2.736999989,2.398999929,2.267999887,2.474999905,2.444000006,2.519000053,2.690000057,2.822999954,2.765000105,2.782000065,2.730000019,2.556999922,2.551000118,2.551000118
Irlanda,IRL,15.77499962,15.02999973,15.58699989,14.56999969,11.9829998,11.71700001,10.20300007,7.698999882,5.803999901,4.31799984,3.683000088,4.215000153,4.478000164,4.491000175,4.342000008,4.414999962,4.980000019,6.774000168,12.60900021,14.53299999,15.35299969,15.45300007,13.74499989,11.85599995,9.904000282,8.366000175,6.710000038,5.690999985,5.28399992
"Irán, República Islámica del",IRN,11.10000038,10.63300037,10.70499992,10.5,9.838999748,9.100000381,9.741000175,10.48900032,11.19900036,11.68000031,12.11699963,12.80000019,11.53899956,10.30000019,12.10000038,11.19999981,10.60000038,10.47999954,11.97000027,13.52000046,12.44999981,12.63000011,10.43999958,10.56999969,11.06000042,12.43000031,12.10000038,11.99499989,11.99199963
Iraq,IRQ,10.34599972,9.19699955,9.529000282,9.574000359,9.534999847,9.614999771,9.480999947,9.512000084,9.569999695,9.329999924,9.392999649,9.559000015,9.680000305,9.715999603,9.420000076,9.06400013,8.649000168,8.18999958,8.812999725,8.583000183,8.194000244,7.965000153,8.020999908,7.925000191,8.079000473,8.093000412,7.890999794,7.927999973,7.90500021
Islandia,ISL,2.548000097,4.304999828,5.256999969,5.326000214,5.196000099,3.599999905,3.720000029,3.069000006,2.177999973,1.93599999,1.873999953,2.987999916,3.996999979,4.031000137,2.546999931,2.829999924,2.250999928,2.946000099,7.21999979,7.56400013,7.027999878,6,5.375999928,4.896999836,3.979000092,2.977999926,2.742000103,2.917999983,2.950000048
Israel,ISR,13.38700008,14.07999992,12.74100018,9.934000015,8.781999588,8.454999924,9.751000404,10.7489996,11.18299961,11.10200024,11.81200027,12.88799953,13.50500011,13.02900028,11.34200001,10.70699978,9.37899971,7.703999996,9.534000397,8.479999542,7.138999939,6.856999874,6.208000183,5.889999866,5.250999928,4.797999859,4.215000153,3.950000048,3.930999994
Italia,ITA,10.10200024,9.328000069,10.23999977,11.09300041,11.66899967,11.8739996,11.9989996,12.11900043,11.68999958,10.84200001,9.595000267,9.206999779,8.866000175,7.866000175,7.730999947,6.77699995,6.074999809,6.72300005,7.749000072,8.362999916,8.359000206,10.65499973,12.14900017,12.68299961,11.89599991,11.68799973,11.21100044,10.20499992,9.215000153
Jamaica,JAM,15.73999977,15.39999962,16.31999969,15.34000015,16.22999954,16.01000023,16.35000038,15.5,15.73999977,15.53899956,14.93000031,14.19099998,11.73999977,11.43999958,11.26299953,10.32499981,9.744999886,10.32999992,11.36200047,12.36600018,12.69999981,13.93000031,15.2510004,13.73999977,13.51099968,13.19200039,11.6590004,9.444999695,9.524000168
Jordania,JOR,19.4810009,19.53100014,19.70000076,17.17099953,14.60000038,13.69999981,13.82199955,13.80200005,13.87899971,13.69999981,14.69999981,15.30000019,14.5,14.69499969,14.80000019,14,13.10000038,12.69999981,12.89999962,12.5,12.89999962,12.19999981,12.60000038,11.89999962,13.07499981,15.27499962,14.87899971,15.02499962,14.94499969
Japón,JPN,2.099999905,2.200000048,2.5,2.900000095,3.200000048,3.400000095,3.400000095,4.099999905,4.699999809,4.699999809,5,5.400000095,5.300000191,4.699999809,4.400000095,4.099999905,3.900000095,4,5.099999905,5.099999905,4.520999908,4.300000191,4,3.599999905,3.400000095,3.099999905,2.799999952,2.444999933,2.405999899
Kazajstán,KAZ,0.8999999762,1,1.110000014,7.539999962,10.97999954,12.96000004,13.01000023,13.13000011,13.46000004,12.75,10.43000031,9.329999924,8.779999733,8.399999619,8.130000114,7.789999962,7.260000229,6.630000114,6.550000191,5.769999981,5.389999866,5.289999962,5.199999809,5.059999943,4.929999828,4.960000038,4.900000095,4.885000229,5.425000191
Kenya,KEN,8.897000313,9.147999763,9.44299984,9.633000374,9.774999619,9.918999672,9.887000084,9.920999527,10.00399971,9.904000282,9.901000023,10.09200001,10.09899998,9.968999863,9.784000397,9.442000389,9.06499958,8.925999641,9.600000381,9.730999947,9.67800045,9.661999702,9.789999962,9.588000298,9.675000191,9.62899971,9.291999817,9.312999725,9.305000305
Kirguistán,KGZ,1,1.100000024,3.400000095,4.699999809,5.599999905,7.300000191,7.5,8.899999619,8.399999619,7.539999962,7.840000153,12.55000019,9.920000076,8.529999733,8.109999657,8.270000458,8.100000381,8.220000267,8.409999847,8.640000343,8.529999733,8.430000305,8.329999924,8.050000191,7.559999943,7.210000038,6.889999866,7.170000076,7.355999947
Camboya,KHM,2.338000059,2.328000069,2.496000051,2.571000099,2.53399992,2.503999949,2.497999907,2.536999941,2.552000046,2.450000048,1.639999986,1.628000021,1.572999954,1.562000036,1.470000029,1.279000044,1.167999983,1.151000023,1.281000018,1.376999974,1.317999959,1.279000044,1.284000039,1.231999993,1.19599998,1.131000042,1.062000036,1.047999978,1.019999981
"Corea, República de",KOR,2.407000065,2.513000011,2.878000021,2.476000071,2.062999964,2.048000097,2.60800004,6.962999821,6.342000008,4.400000095,4,3.299999952,3.599999905,3.700000048,3.700000048,3.5,3.200000048,3.200000048,3.599999905,3.700000048,3.400000095,3.200000048,3.099999905,3.5,3.599999905,3.700000048,3.700000048,3.795000076,3.713999987
Kuwait,KWT,0.7030000091,0.7409999967,0.8000000119,0.6999999881,0.7049999833,0.6999999881,0.6999999881,0.6999999881,0.6999999881,0.8000000119,0.8000000119,1.100000024,1.299999952,1.700000048,1.526000023,1.299999952,1.5,1.75,1.639999986,1.820000052,2.059000015,2.398000002,2.732000113,2.900000095,2.200000048,2.160000086,1.996999979,2.075999975,2.164999962
América Latina y el Caribe (excluido altos ingresos),LAC,6.013365982,5.995631581,6.053237945,6.516056925,7.818967788,8.038938866,7.92147175,8.322528309,9.153206322,9.142117775,8.675850195,9.041112306,8.892288014,8.341313512,7.881689912,7.190528007,6.814059386,6.399274702,7.465365278,6.95762739,6.464730595,6.381565263,6.319445,6.098989449,6.644717906,7.83892137,8.140302348,8.105627425,8.067836745
República Democrática Popular Lao,LAO,2.229000092,2.302999973,2.473999977,2.536999941,2.599999905,2.484999895,2.308000088,2.151000023,2.131999969,2.025000095,1.863000035,1.840000033,1.682999969,1.529000044,1.350000024,1.087000012,0.8650000095,0.7400000095,0.8000000119,0.7080000043,0.7020000219,0.6899999976,0.7160000205,0.69599998,0.6800000072,0.6470000148,0.6029999852,0.6090000272,0.574000001
Líbano,LBN,8.220999718,8.092000008,8.380999565,8.468999863,8.465000153,8.498999596,8.619999886,8.251999855,8.406999588,8.390999794,8.107000351,8.111000061,7.999000072,7.849999905,8.392000198,8.711000443,8.979999542,7.243999958,6.355000019,6.461999893,6.43599987,6.40899992,6.381999969,6.28000021,6.232999802,6.263000011,6.113999844,6.166999817,6.196000099
Liberia,LBR,2.316999912,2.328000069,2.471999884,2.493999958,2.604000092,2.628999949,2.671000004,2.671999931,2.782000065,2.772000074,2.605999947,2.654999971,2.605999947,2.526000023,2.421999931,2.226000071,2.032000065,1.963999987,2.246000051,2.266000032,2.27699995,2.263000011,2.288000107,2.207000017,2.184000015,2.150000095,2.028000116,2.032999992,2.032000065
Libia,LBY,19.41900063,19.57600021,19.88999939,20.09600067,20.70199966,20.57699966,20.75,21.0359993,21.13800049,20.6609993,18.77199936,18.30500031,18.53800011,18.71500015,18.45899963,18.11700058,17.38699913,16.54599953,17.19300079,17.61700058,19.56800079,19.03000069,18.30800056,17.13100052,16.09499931,16.23900032,17.12199974,17.28700066,17.29999924
Santa Lucía,LCA,16.32900047,16.36199951,16.79999924,17,15.82999992,16.32999992,20.46999931,21.60000038,18.09000015,16.48999977,18.3220005,20.38999939,22.18000031,20.96999931,18.70000076,16,14,12.72000027,15.36999989,17.14900017,18.86000061,19.05999947,22.20999908,23.1779995,24.09000015,21.26300049,20.79000092,20.86800003,20.46899986
América Latina y el Caribe,LCN,6.110965806,6.075900115,6.137858653,6.599666317,7.787567046,8.069569525,7.948908703,8.326145046,9.212953603,9.169091508,8.731041379,9.076911545,8.923450139,8.398888067,7.937180184,7.2586699,6.870437032,6.494918883,7.591097806,7.027063801,6.510097138,6.40411982,6.327940566,6.130267545,6.640658527,7.786242288,8.077729481,8.054645095,8.02337325
Países menos desarrollados: clasificación de las Naciones Unidas,LDC,4.185807364,4.154635032,4.35860236,4.387871694,4.434693794,4.393466028,4.462058259,4.430330312,4.653422255,4.723975372,4.752444025,4.919286214,5.008224446,4.938418296,4.806059802,4.463074228,4.237955059,4.133419835,4.504447655,4.303842371,4.19767392,4.116394911,4.128887919,4.0024787,4.027289725,4.034364946,3.944348369,3.943447797,3.946339808
Países de ingreso bajo,LIC,3.482855746,3.485065856,3.725053351,3.812426692,3.892070013,3.899590912,3.953703725,3.984266538,4.188767304,4.204293197,4.242419922,4.334103138,4.297588972,4.183762987,4.086020155,3.943949081,3.783061316,3.786906389,4.069341037,4.171564697,4.093795118,3.964449134,3.892103344,3.714855959,3.760172943,3.735639173,3.565551494,3.566046676,3.567295722
Sri Lanka,LKA,14.66100025,14.22000027,13.81000042,13.02999973,12.27000046,11.35000038,10.60000038,9.170000076,8.880000114,7.739999771,7.900000095,8.760000229,8.220000267,8.380000114,7.670000076,6.5,5.96999979,5.21999979,5.849999905,4.940000057,4.110000134,3.880000114,4.440000057,4.400000095,4.670000076,4.369999886,4.179999828,4.399000168,4.322999954
Países de ingreso mediano bajo,LMC,3.259058217,3.302545266,3.590717871,3.692007077,3.879867226,4.013515494,4.114635369,4.273759242,4.471355809,4.447307173,4.48459056,4.597519198,4.649899228,4.583219715,4.566707027,4.192627603,3.942429819,3.801563528,3.929300315,3.735783209,3.792758057,3.849542527,3.989202923,3.937562251,4.130142025,4.098283323,3.957154727,3.959905045,3.972904902
Ingreso mediano y bajo,LMY,3.788743805,3.816820079,4.122034917,4.405636139,4.7029935,4.800902078,4.909999227,5.105451152,5.342791911,5.230335807,5.33317898,5.550961898,5.638601152,5.444953026,5.365508555,5.046720346,4.794232952,4.742462809,5.072513648,4.863013965,4.779364103,4.782021404,4.806333136,4.742519149,4.911081673,5.01258342,4.931358577,4.916053486,4.930339352
Lesotho,LSO,36.1269989,36.23899841,36.63700104,37.26599884,37.07500076,37.1269989,37.93999863,37.16699982,36.81200027,36.14699936,35.30599976,34.84400177,34.07400131,32.97299957,31.92099953,30.27099991,28.68199921,27.43000031,27.65699959,27.19400024,26.43899918,25.3029995,24.57999992,24.33200073,24.29800034,24.16500092,23.61300087,23.59600067,23.47500038
avanzada del dividendo demográfico,LTE,3.648732677,3.63558059,3.893430398,4.26522571,4.421907184,4.595779962,4.843351302,5.109909548,5.396278475,5.23179425,5.375210737,5.55170714,5.822876222,5.6438015,5.564071626,5.294000669,5.009460921,5.105614233,5.489009151,5.188296511,5.046522414,5.051709221,5.02138963,4.927594921,5.079300006,5.247772604,5.227184875,5.171970957,5.147796121
Lituania,LTU,1.100000024,1.200000048,13.80000019,13.80000019,17.54000092,16.39999962,14.13000011,13.71100044,13.38799953,15.93099976,16.84000015,13.00800037,12.875,10.68400002,8.324999809,5.78000021,4.25,5.826000214,13.78499985,17.81399918,15.39000034,13.36499977,11.77000046,10.69799995,9.119999886,7.861999989,7.072999954,6.006999969,6.638000011
Luxemburgo,LUX,1.481999993,2.029000044,2.329999924,3.480000019,2.917999983,3.286000013,2.52699995,2.763000011,2.390000105,2.345000029,1.804999948,2.621000051,3.674999952,5.112999916,4.487999916,4.730999947,4.065000057,5.059999943,5.122000217,4.361000061,4.901000023,5.139999866,5.84800005,5.852000237,6.669000149,6.290999889,5.521999836,5.46999979,5.413000107
Letonia,LVA,2.700000048,6.599999905,16.70000076,18.70000076,19,20.70000076,14.89999962,14.46399975,13.78999996,14.21100044,13.8210001,13.82900047,12.06099987,11.70800018,10.03299999,7.03000021,6.052000046,7.738999844,17.51499939,19.48200035,16.20599937,15.04699993,11.86699963,10.84599972,9.873000145,9.642999649,8.715000153,7.856999874,8.222999573
"Región Administrativa Especial de Macao, China",MAC,3.00999999,2.200000048,2.099999905,2.5,3.599999905,4.199999809,3.200000048,4.599999905,6.300000191,6.800000191,6.400000095,6.300000191,6,4.900000095,4.099999905,3.799999952,3.200000048,3,3.579999924,2.839999914,2.559999943,1.970000029,1.820000052,1.700000048,1.809999943,1.899999976,2,2.023000002,2.019000053
Marruecos,MAR,12.88899994,12.87699986,13.35499954,13.74699974,13.62899971,13.97700024,13.72799969,13.75899982,13.93999958,13.57999992,12.46000004,11.59000015,11.92000008,10.82999992,11.01000023,9.670000076,9.56000042,9.569999695,8.960000038,9.090000153,8.909999847,8.989999771,9.229999542,9.699999809,9.460000038,9.300000191,9.05300045,9.039999962,9.027999878
República de Moldova,MDA,1.899999976,3.700000048,3.700000048,5.800000191,5.300000191,7.900000095,7.900000095,10,11.14000034,8.460000038,7.289999962,6.800000191,7.949999809,8.170000076,7.289999962,7.380000114,5.070000172,3.980000019,6.400000095,7.446000099,6.68200016,5.578000069,5.104000092,3.855999947,3.694000006,4.184999943,4.09800005,3.411000013,3.733999968
Madagascar,MDG,5.15899992,5.282000065,5.592000008,5.715000153,5.761000156,5.769999981,5.796999931,5.68900013,5.861000061,5.800000191,5.349999905,4.945000172,4.46999979,3.201999903,2.359999895,2.519999981,2.555999994,2.673000097,3.513000011,4.28000021,2.062999964,0.5989999771,0.9350000024,1.333999991,1.799999952,1.754999995,1.66900003,1.659000039,1.644999981
Maldivas,MDV,0.7149999738,0.7250000238,0.7680000067,0.7850000262,0.7900000215,0.9739999771,1.16900003,1.368000031,1.715000033,1.970000029,2.137000084,2.398000002,2.64199996,2.782999992,2.874000072,3.029000044,3.016000032,3.130000114,3.734999895,4.113999844,4.390999794,4.647999763,5.031000137,5.210000038,5.677999973,6.119999886,5.829999924,6.074999809,6.402999878
Oriente Medio y Norte de África,MEA,11.16896335,11.4566118,12.18384792,12.21394602,12.30376249,11.43193511,11.11823742,11.36101961,11.64454469,12.09381021,12.05870952,12.27070321,11.94508993,10.8231128,11.00812969,10.09514931,9.518648314,9.126117642,9.392462568,9.543816022,10.07930509,10.26341818,9.824955411,9.836743608,9.906036078,9.939374146,9.87266819,9.817740533,9.792762255
México,MEX,3.046999931,3.095999956,3.213999987,4.248000145,6.888000011,5.25,4.054999828,3.572999954,2.487999916,2.562999964,2.538000107,3.003000021,3.454999924,3.937000036,3.558000088,3.565999985,3.628000021,3.874000072,5.355999947,5.302999973,5.170000076,4.887000084,4.914000034,4.809000015,4.313000202,3.858999968,3.420000076,3.322000027,3.378000021
Macedonia del Norte,MKD,34.60300064,34.70100021,35.70800018,36.20899963,35.9090004,35.95500183,36,34.5,32.40000153,32.20000076,30.52000046,31.94000053,36.68999863,37.1609993,37.25,36.02500153,34.93500137,33.76100159,32.17900085,32.02000046,31.37800026,31.01600075,28.99600029,28.03000069,26.06800079,23.72400093,22.38100052,21.55200005,21.58099937
Malí,MLI,3.101000071,3.122999907,3.252000093,3.204999924,3.207000017,3.338000059,3.299999952,3.986999989,4.872000217,5.53399992,6.306000233,7.278999805,8.041999817,8.75,10.01399994,10.84300041,11.71000004,10.10700035,9.395999908,8.069999695,6.900000095,7.086999893,7.300000191,6.375,7.729000092,9.729999542,9.43500042,9.569000244,9.776000023
Malta,MLT,6.106999874,6.269999981,6.513000011,6.52699995,6.511000156,6.455999851,6.406000137,6.34100008,6.389999866,6.323999882,7.106999874,6.90199995,7.487999916,7.316999912,6.922999859,6.797999859,6.472000122,5.977000237,6.888999939,6.847000122,6.377999783,6.308000088,6.386000156,5.803999901,5.390999794,4.702000141,4.566999912,4.583000183,4.626999855
Myanmar,MMR,0.996999979,1.019999981,1.113000035,1.146999955,1.154000044,1.157999992,1.167000055,1.161000013,1.218000054,1.22300005,1.202999949,1.236999989,1.207999945,1.136000037,1.065000057,0.94599998,0.8370000124,0.7879999876,0.9089999795,0.9100000262,0.8949999809,0.8700000048,0.8379999995,0.7929999828,0.7659999728,1.175999999,1.550999999,1.56400001,1.575000048
Oriente Medio y Norte de África (excluido altos ingresos),MNA,11.91029025,12.05460931,12.95360943,13.12308579,13.44247945,12.47067425,12.09350644,12.38212132,12.71645311,13.24724465,13.19038034,13.36246533,12.95074677,11.65280163,11.95831694,10.96674334,10.45649443,10.19258394,10.4715106,10.74844617,11.50069426,11.81835446,11.32184377,11.39100564,11.58781271,11.66283851,11.54453774,11.48297838,11.45538266
Montenegro,MNE,28.56800079,28.91600037,29.70400047,29.77899933,29.91500092,29.81800079,30.09799957,30.06900024,30.39100075,30.42300034,30.12899971,30.78899956,31.04199982,30.70400047,30.30999947,24.6760006,19.39999962,17.14999962,19.09000015,19.64900017,19.67099953,19.97500038,19.49600029,17.99699974,17.54400063,17.72299957,16.07099915,15.46199989,15.77600002
Mongolia,MNG,5.494999886,5.452000141,5.493000031,5.639999866,5.857999802,5.913000107,5.909999847,5.921000004,6.034999847,6.073999882,5.972000122,6.199999809,6.800000191,7.288000107,7.605000019,7.028999805,7.199999809,5.565000057,5.860000134,6.548999786,4.769000053,3.904999971,4.230999947,4.797999859,4.861000061,7.235000134,6.359000206,6.320000172,6.346000195
Mozambique,MOZ,2.357000113,2.313999891,2.51699996,2.598999977,2.487999916,2.730999947,2.700000048,2.683000088,2.594000101,2.648999929,2.892999887,2.951999903,3.13499999,3.407000065,3.414000034,3.290999889,3.194999933,3.239000082,3.730000019,3.815999985,3.733999968,3.279999971,3.233999968,3.184000015,3.426000118,3.381000042,3.173000097,3.171999931,3.190000057
Mauritania,MRT,11.53999996,11.54699993,12.15200043,10.77400017,12.11200047,12.22399998,12.21700001,12.25300026,12.24600029,12.05900002,11.89599991,12.48200035,12.03999996,10.95499992,10.13300037,10.63899994,10.27099991,9.711000443,10.74699974,10.59399986,10.30099964,9.864999771,9.987000465,10.21100044,10.78899956,10.37800026,10.27600002,10.30500031,10.32199955
Mauricio,MUS,8.887000084,9.069000244,9.369999886,9.437000275,9.590000153,9.581999779,9.380999565,9.239999771,9.293999672,9.277000427,9.138999939,8.204999924,8.359999657,8.336999893,9.524000168,9.039999962,8.475000381,7.170000076,7.256999969,7.653999805,7.447000027,7.472000122,7.322000027,7.467000008,7.409999847,6.813000202,6.751999855,6.867000103,6.868999958
Malawi,MWI,7.414000034,7.30700016,7.965000153,7.760000229,8.208999634,8.31400013,8.362000465,8.262999535,8.425999641,8.404000282,8.31499958,8.30700016,8.225000381,8.093999863,7.800000191,7.093999863,6.461999893,6.179999828,6.429999828,6.323999882,6.373000145,6.177000046,5.946000099,5.875999928,5.785999775,5.711999893,5.467999935,5.429999828,5.375
Malasia,MYS,3.586999893,3.710000038,4.110000134,3.657000065,3.150000095,2.519999981,2.450000048,3.200000048,3.430000067,3,3.529999971,3.480000019,3.609999895,3.539999962,3.529999971,3.319999933,3.230000019,3.339999914,3.690000057,3.25,3.049999952,3.039999962,3.109999895,2.880000114,3.099999905,3.440000057,3.410000086,3.359999895,3.398999929
América del Norte,NAC,7.161234182,7.873631533,7.350531614,6.545471303,6.030172838,5.862064466,5.40370262,4.882099403,4.552466248,4.273865391,4.980394236,5.975649309,6.154069543,5.702217533,5.257546285,4.799826364,4.770881766,5.821327017,9.157212272,9.463446439,8.793424945,7.984803362,7.342145619,6.249378312,5.457251112,5.100788902,4.571528306,4.151099576,4.109221021
Namibia,NAM,19.13999939,19.06900024,19.53300095,19.39999962,21.03800011,22.56200027,24.45000076,22.62199974,21.47100067,20.29999924,20.39800072,21.30800056,21.75600052,22.09000015,21.88699913,21.10499954,20.53899956,19.98900032,21.53700066,22.10000038,19.63999939,16.77099991,19.02799988,18.52099991,20.83099937,23.35199928,23.08799934,23.09499931,23.18700027
Nueva Caledonia,NCL,17.98999977,18.29700089,18.74399948,18.77000046,18.74099922,18.63999939,18.2859993,17.90800095,17.73699951,17.36300087,17.00799942,16.86199951,16.65800095,16.30999947,15.56299973,14.69900036,13.88300037,13.41899967,13.97000027,14.2840004,14.33899975,14.56200027,14.71899986,14.59000015,14.32699966,14.07900047,13.79699993,13.61900043,13.42000008
Níger,NER,1.271999955,1.292999983,1.429999948,1.422000051,1.450999975,1.458999991,1.43900001,1.462000012,1.498999953,1.470000029,1.470000029,1.921000004,2.39199996,2.836999893,3.099999905,2.226999998,1.55400002,1.034000039,0.8650000095,0.5019999743,0.3190000057,0.3319999874,0.3230000138,0.3219999969,0.298999995,0.3109999895,0.2849999964,0.2730000019,0.2569999993
